activity_id,activity_name,kind,sequence,id,name,lap_index,split,start_index,end_index,start_date,start_date_local,distance,moving_time,elapsed_time,total_elevation_gain,elevation_difference,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,average_watts,max_watts,device_watts,pace_zone,average_grade_adjusted_speed,moving_pace_s_per_km,elapsed_pace_s_per_km,nonmoving_time_s
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,2,,,,2,,,,,1630.0,261,261,,-22.6,6.25,,120.17624521072797,,,,,,0,,160.123,160.123,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,3,,,,3,,,,,1613.7,238,4312,,33.8,6.78,,123.25106382978723,,,,,,0,,147.487,2672.12,4074
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,4,,,,4,,,,,1577.1,282,484,,11.4,5.59,,140.007299270073,,,,,,0,,178.809,306.892,202
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,5,,,,5,,,,,1616.4,226,323,,-8.2,7.15,,130.87214611872147,,,,,,0,,139.817,199.827,97
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,6,,,,6,,,,,1610.3,283,283,,24.6,5.69,,143.25088339222614,,,,,,0,,175.744,175.744,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,7,,,,7,,,,,1607.5,289,289,,0.6,5.56,,142.2733564013841,,,,,,0,,179.782,179.782,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,8,,,,8,,,,,1621.3,211,211,,-28.4,7.68,,136.15165876777252,,,,,,0,,130.142,130.142,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,9,,,,9,,,,,1584.9,200,200,,5.8,7.92,,130.36,,,,,,0,,126.191,126.191,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,10,,,,10,,,,,1616.3,305,305,,44.4,5.3,,146.0327868852459,,,,,,0,,188.703,188.703,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,11,,,,11,,,,,1601.7,207,207,,0.8,7.74,,137.68599033816426,,,,,,0,,129.238,129.238,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,12,,,,12,,,,,1615.0,187,187,,-31.6,8.64,,127.97860962566845,,,,,,0,,115.789,115.789,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,13,,,,13,,,,,1609.4,238,238,,9.0,6.76,,136.53781512605042,,,,,,0,,147.881,147.881,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,14,,,,14,,,,,1608.6,227,227,,0.4,7.09,,126.48017621145374,,,,,,0,,141.116,141.116,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,15,,,,15,,,,,1620.4,217,217,,-2.8,7.47,,134.52073732718895,,,,,,0,,133.918,133.918,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,16,,,,16,,,,,1612.4,188,188,,-5.8,8.58,,134.0372340425532,,,,,,0,,116.596,116.596,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,17,,,,17,,,,,1596.0,241,241,,23.0,6.62,,127.72614107883817,,,,,,0,,151.003,151.003,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,18,,,,18,,,,,1628.8,276,414,,13.2,5.9,,127.38095238095238,,,,,,0,,169.45,254.175,138
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,19,,,,19,,,,,1585.6,398,398,,85.4,3.98,,146.3467336683417,,,,,,0,,251.009,251.009,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,20,,,,20,,,,,1611.4,226,1080,,-27.4,7.13,,128.7566371681416,,,,,,0,,140.251,670.225,854
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,21,,,,21,,,,,1647.6,161,161,,-47.0,10.23,,114.2919254658385,,,,,,0,,97.718,97.718,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,22,,,,22,,,,,1572.6,232,232,,8.0,6.78,,129.94782608695652,,,,,,0,,147.526,147.526,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,23,,,,23,,,,,1616.3,247,247,,26.2,6.54,,133.98785425101215,,,,,,0,,152.818,152.818,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,24,,,,24,,,,,1605.0,193,330,,-9.8,8.32,,129.25130890052355,,,,,,0,,120.249,205.607,137
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,25,,,,25,,,,,1606.5,287,287,,29.8,5.6,,132.39372822299651,,,,,,0,,178.649,178.649,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,26,,,,26,,,,,1610.9,223,223,,-48.6,7.22,,128.01980198019803,,,,,,0,,138.432,138.432,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,27,,,,27,,,,,1607.4,220,220,,-18.0,7.31,,127.08181818181818,,,,,,0,,136.867,136.867,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,28,,,,28,,,,,1614.9,231,231,,-30.4,6.99,,121.3743842364532,,,,,,0,,143.043,143.043,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,29,,,,29,,,,,1614.8,199,199,,-5.2,8.11,,129.92964824120602,,,,,,0,,123.235,123.235,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,30,,,,30,,,,,1635.7,297,297,,27.6,5.51,,132.47138047138048,,,,,,0,,181.574,181.574,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,31,,,,31,,,,,1585.7,174,174,,-40.2,9.11,,122.5919540229885,,,,,,0,,109.731,109.731,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,32,,,,32,,,,,1603.1,318,318,,25.4,5.04,,131.17295597484278,,,,,,0,,198.366,198.366,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,33,,,,33,,,,,1599.7,314,314,,-21.4,5.09,,125.28113879003558,,,,,,0,,196.287,196.287,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,34,,,,34,,,,,1614.2,345,719,,-9.2,4.68,,114.58843537414965,,,,,,0,,213.728,445.422,374
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,35,,,,35,,,,,1636.1,294,350,,-7.6,5.56,,132.06756756756758,,,,,,0,,179.696,213.923,56
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,36,,,,36,,,,,1575.8,234,234,,19.0,6.73,,142.07692307692307,,,,,,0,,148.496,148.496,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,37,,,,37,,,,,1648.2,228,228,,-23.0,7.23,,132.3684210526316,,,,,,0,,138.333,138.333,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,38,,,,38,,,,,1580.9,260,2991,,11.4,6.08,,122.33609958506224,,,,,,0,,164.463,1891.96,2731
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,39,,,,39,,,,,1605.7,296,296,,22.4,5.42,,134.87414965986395,,,,,,0,,184.343,184.343,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,40,,,,40,,,,,1604.9,265,265,,10.6,6.06,,138.09056603773584,,,,,,0,,165.119,165.119,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,41,,,,41,,,,,1611.7,192,192,,-21.8,8.39,,134.92105263157896,,,,,,0,,119.129,119.129,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,42,,,,42,,,,,1606.9,308,308,,15.2,5.22,,134.61851851851853,,,,,,0,,191.673,191.673,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,43,,,,43,,,,,1609.9,194,194,,-18.2,8.3,,132.9536082474227,,,,,,0,,120.504,120.504,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,44,,,,44,,,,,1628.6,314,314,,32.2,5.19,,152.84590163934425,,,,,,0,,192.804,192.804,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,45,,,,45,,,,,1591.4,190,190,,-3.6,8.38,,150.08947368421053,,,,,,0,,119.392,119.392,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,46,,,,46,,,,,1627.7,280,280,,-14.4,5.81,,129.97769516728624,,,,,,0,,172.022,172.022,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,47,,,,47,,,,,1590.2,296,505,,9.8,5.37,,136.27118644067798,,,,,,0,,186.14,317.57,209
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,48,,,,48,,,,,1605.8,220,220,,-30.4,7.3,,127.57272727272728,,,,,,0,,137.003,137.003,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,49,,,,49,,,,,1611.8,403,403,,40.8,4.0,,132.0771208226221,,,,,,0,,250.031,250.031,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,50,,,,50,,,,,1623.4,253,253,,-8.4,6.42,,122.00796812749005,,,,,,0,,155.846,155.846,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,51,,,,51,,,,,1601.7,299,299,,-42.0,5.36,,110.62081784386618,,,,,,0,,186.677,186.677,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,52,,,,52,,,,,1625.0,529,1836,,20.0,3.07,,117.89145496535797,,,,,,0,,325.538,1129.846,1307
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,53,,,,53,,,,,1587.6,302,302,,-16.6,5.26,,124.48639455782313,,,,,,0,,190.224,190.224,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,54,,,,54,,,,,1613.3,294,1814,,2.8,5.49,,121.38907849829351,,,,,,0,,182.235,1124.403,1520
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,55,,,,55,,,,,1612.8,320,320,,11.0,5.04,,134.721875,,,,,,0,,198.413,198.413,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,56,,,,56,,,,,1603.0,293,293,,2.8,5.47,,129.2866894197952,,,,,,0,,182.782,182.782,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,57,,,,57,,,,,1611.3,284,284,,1.6,5.67,,134.82394366197184,,,,,,0,,176.255,176.255,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,58,,,,58,,,,,1612.4,221,221,,-11.8,7.3,,131.25339366515837,,,,,,0,,137.063,137.063,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,59,,,,59,,,,,1609.2,203,203,,-6.4,7.93,,136.7192118226601,,,,,,0,,126.15,126.15,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,60,,,,60,,,,,1639.4,272,272,,7.4,6.03,,130.26470588235293,,,,,,0,,165.914,165.914,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,61,,,,61,,,,,1581.4,331,443,,-3.2,4.78,,120.4760147601476,,,,,,0,,209.308,280.132,112
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,62,,,,62,,,,,1610.3,281,281,,18.2,5.73,,131.65836298932385,,,,,,0,,174.502,174.502,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,63,,,,63,,,,,1604.8,266,266,,5.8,6.03,,133.47368421052633,,,,,,0,,165.753,165.753,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,64,,,,64,,,,,1635.0,257,257,,-13.8,6.36,,130.07003891050584,,,,,,0,,157.187,157.187,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,65,,,,65,,,,,1581.3,246,246,,5.6,6.43,,131.08943089430895,,,,,,0,,155.568,155.568,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,66,,,,66,,,,,1607.0,216,261,,-16.4,7.44,,115.8,,,,,,0,,134.412,162.414,45
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,67,,,,67,,,,,1634.9,205,205,,-9.0,7.98,,127.46829268292683,,,,,,0,,125.39,125.39,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,68,,,,68,,,,,1584.9,351,351,,-1.0,4.52,,127.81625441696113,,,,,,0,,221.465,221.465,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,69,,,,69,,,,,1606.1,274,2871,,8.8,5.86,,125.54581673306772,,,,,,0,,170.6,1787.56,2597
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,70,,,,70,,,,,1626.6,310,310,,11.4,5.25,,133.33548387096775,,,,,,0,,190.582,190.582,0
20269346690,Isle of Wight cycling loop from Lymington,splits_standard,71,,,,71,,,,,501.7,105,105,,2.2,4.78,,129.17142857142858,,,,,,0,,209.288,209.288,0
20238897886,"Week 7, run 5. Long run.",laps,1,72226828312,Lap 0,0,0,0,322,2026-09-19T08:12:00Z,2026-09-19T09:12:00Z,1000.0,322,322,4.2,,3.11,3.58,134.8,147.0,79.5,491.1,,True,1,,322.0,322.0,0
20238897886,"Week 7, run 5. Long run.",laps,2,72226828313,Lap 1,1,1,323,626,2026-09-19T08:17:23Z,2026-09-19T09:17:23Z,1000.0,304,304,0.0,,3.29,3.6,143.6,151.0,80.6,499.8,,True,2,,304.0,304.0,0
20238897886,"Week 7, run 5. Long run.",laps,3,72226828314,Lap 2,2,2,627,936,2026-09-19T08:22:27Z,2026-09-19T09:22:27Z,1000.0,308,310,2.0,,3.25,3.58,144.6,151.0,79.7,501.2,,True,1,,308.0,310.0,2
20238897886,"Week 7, run 5. Long run.",laps,4,72226828315,Lap 3,3,3,937,1250,2026-09-19T08:27:38Z,2026-09-19T09:27:38Z,1000.0,313,324,10.8,,3.19,3.56,147.3,153.0,78.6,512.9,,True,1,,313.0,324.0,11
20238897886,"Week 7, run 5. Long run.",laps,5,72226828316,Lap 4,4,4,1251,1567,2026-09-19T08:33:02Z,2026-09-19T09:33:02Z,1000.0,317,317,11.8,,3.15,3.7,150.2,156.0,78.8,464.6,,True,1,,317.0,317.0,0
20238897886,"Week 7, run 5. Long run.",laps,6,72226828317,Lap 5,5,5,1568,1873,2026-09-19T08:38:19Z,2026-09-19T09:38:19Z,1000.0,306,306,2.4,,3.27,3.62,154.7,158.0,79.6,465.0,,True,2,,306.0,306.0,0
20238897886,"Week 7, run 5. Long run.",laps,7,72226828318,Lap 6,6,6,1874,2174,2026-09-19T08:43:25Z,2026-09-19T09:43:25Z,1000.0,301,301,3.6,,3.32,3.94,158.8,163.0,80.2,470.2,,True,2,,301.0,301.0,0
20238897886,"Week 7, run 5. Long run.",laps,8,72226828319,Lap 7,7,7,2175,2491,2026-09-19T08:48:26Z,2026-09-19T09:48:26Z,1000.0,317,317,14.4,,3.15,4.12,159.3,166.0,79.4,507.8,,True,1,,317.0,317.0,0
20238897886,"Week 7, run 5. Long run.",laps,9,72226828320,Lap 8,8,8,2492,2802,2026-09-19T08:53:43Z,2026-09-19T09:53:43Z,1000.0,310,646,5.4,,3.23,3.82,160.8,166.0,79.9,519.0,,True,1,,310.0,646.0,336
20238897886,"Week 7, run 5. Long run.",laps,10,72226828321,Lap 9,9,9,2803,3129,2026-09-19T09:04:29Z,2026-09-19T10:04:29Z,1000.0,325,563,11.2,,3.08,3.58,141.8,156.0,78.3,488.7,,True,1,,325.0,563.0,238
20238897886,"Week 7, run 5. Long run.",laps,11,72226828322,Lap 10,10,10,3130,3439,2026-09-19T09:13:53Z,2026-09-19T10:13:53Z,1000.0,311,310,3.8,,3.22,4.36,147.5,156.0,80.0,502.1,,True,1,,311.0,310.0,0
20238897886,"Week 7, run 5. Long run.",laps,12,72226828323,Lap 11,11,11,3440,3752,2026-09-19T09:19:03Z,2026-09-19T10:19:03Z,1000.0,312,317,5.8,,3.21,3.96,151.8,156.0,79.4,496.8,,True,1,,312.0,317.0,5
20238897886,"Week 7, run 5. Long run.",laps,13,72226828324,Lap 12,12,12,3753,4065,2026-09-19T09:24:20Z,2026-09-19T10:24:20Z,1000.0,313,313,12.8,,3.19,3.86,155.0,160.0,79.0,502.4,,True,1,,313.0,313.0,0
20238897886,"Week 7, run 5. Long run.",laps,14,72226828325,Lap 13,13,13,4066,4385,2026-09-19T09:29:33Z,2026-09-19T10:29:33Z,1000.0,320,320,12.6,,3.13,3.74,156.9,162.0,78.7,509.9,,True,1,,320.0,320.0,0
20238897886,"Week 7, run 5. Long run.",laps,15,72226828326,Lap 14,14,14,4386,4704,2026-09-19T09:34:53Z,2026-09-19T10:34:53Z,1000.0,320,319,7.4,,3.13,3.78,155.7,162.0,79.4,463.9,,True,1,,320.0,319.0,0
20238897886,"Week 7, run 5. Long run.",laps,16,72226828327,Lap 15,15,15,4705,5023,2026-09-19T09:40:12Z,2026-09-19T10:40:12Z,1000.0,319,319,3.0,,3.13,3.86,153.6,161.0,79.4,449.1,,True,1,,319.0,319.0,0
20238897886,"Week 7, run 5. Long run.",laps,17,72226828328,Lap 16,16,16,5024,5335,2026-09-19T09:45:31Z,2026-09-19T10:45:31Z,1000.0,310,313,4.2,,3.23,5.82,152.7,158.0,79.3,466.6,,True,1,,310.0,313.0,3
20238897886,"Week 7, run 5. Long run.",laps,18,72226828329,Lap 17,17,17,5336,5668,2026-09-19T09:50:45Z,2026-09-19T10:50:45Z,1000.0,333,333,3.4,,3.0,3.54,153.5,161.0,78.4,448.2,,True,1,,333.0,333.0,0
20238897886,"Week 7, run 5. Long run.",laps,19,72226828330,Lap 18,18,18,5669,5986,2026-09-19T09:56:18Z,2026-09-19T10:56:18Z,1000.0,318,318,9.6,,3.14,3.7,158.1,163.0,78.9,461.9,,True,1,,318.0,318.0,0
20238897886,"Week 7, run 5. Long run.",laps,20,72226828331,Lap 19,19,19,5987,6305,2026-09-19T10:01:36Z,2026-09-19T11:01:36Z,1000.0,317,340,18.6,,3.15,3.62,159.7,167.0,78.9,485.0,,True,1,,317.0,340.0,23
20238897886,"Week 7, run 5. Long run.",laps,21,72226828332,Lap 20,20,20,6306,6613,2026-09-19T10:07:16Z,2026-09-19T11:07:16Z,1000.0,308,308,13.6,,3.25,3.62,158.3,167.0,79.3,469.7,,True,1,,308.0,308.0,0
20238897886,"Week 7, run 5. Long run.",laps,22,72226828333,Lap 21,21,21,6614,6941,2026-09-19T10:12:24Z,2026-09-19T11:12:24Z,1000.0,327,794,0.0,,3.06,3.58,144.8,163.0,79.2,429.8,,True,1,,327.0,794.0,467
20238897886,"Week 7, run 5. Long run.",laps,23,72226828334,Lap 22,22,22,6942,7261,2026-09-19T10:25:38Z,2026-09-19T11:25:38Z,1000.0,320,320,0.0,,3.13,3.66,146.9,155.0,79.6,421.6,,True,1,,320.0,320.0,0
20238897886,"Week 7, run 5. Long run.",laps,24,72226828335,Lap 23,23,23,7262,7588,2026-09-19T10:30:58Z,2026-09-19T11:30:58Z,1000.0,326,340,3.2,,3.07,3.76,150.8,158.0,79.1,443.1,,True,1,,326.0,340.0,14
20238897886,"Week 7, run 5. Long run.",laps,25,72226828336,Lap 24,24,24,7589,7915,2026-09-19T10:36:38Z,2026-09-19T11:36:38Z,1000.0,326,358,12.6,,3.07,3.74,149.0,161.0,78.7,449.8,,True,1,,326.0,358.0,32
20238897886,"Week 7, run 5. Long run.",laps,26,72226828337,Lap 25,25,25,7916,8238,2026-09-19T10:42:36Z,2026-09-19T11:42:36Z,1000.0,322,322,8.2,,3.11,3.46,153.0,158.0,79.6,445.7,,True,1,,322.0,322.0,0
20238897886,"Week 7, run 5. Long run.",laps,27,72226828338,Lap 26,26,26,8239,8564,2026-09-19T10:47:59Z,2026-09-19T11:47:59Z,1000.0,325,354,14.4,,3.08,3.52,154.6,163.0,79.0,458.5,,True,1,,325.0,354.0,29
20238897886,"Week 7, run 5. Long run.",laps,28,72226828339,Lap 27,27,27,8565,8879,2026-09-19T10:53:53Z,2026-09-19T11:53:53Z,1000.0,315,315,13.6,,3.17,3.62,158.5,166.0,79.0,463.2,,True,1,,315.0,315.0,0
20238897886,"Week 7, run 5. Long run.",laps,29,72226828340,Lap 28,28,28,8880,9203,2026-09-19T10:59:08Z,2026-09-19T11:59:08Z,1000.0,323,323,9.4,,3.1,3.56,159.7,166.0,78.7,446.5,,True,1,,323.0,323.0,0
20238897886,"Week 7, run 5. Long run.",laps,30,72226828341,Lap 29,29,29,9204,9531,2026-09-19T11:04:32Z,2026-09-19T12:04:32Z,1000.0,328,328,6.0,,3.05,4.06,158.6,165.0,78.5,461.8,,True,1,,328.0,328.0,0
20238897886,"Week 7, run 5. Long run.",laps,31,72226828342,Lap 30,30,30,9532,9540,2026-09-19T11:10:00Z,2026-09-19T12:10:00Z,23.94,10,10,0.0,,2.39,2.56,154.4,155.0,77.5,462.5,,True,1,,417.711,417.711,0
20238897886,"Week 7, run 5. Long run.",splits_metric,1,,,,1,,,,,1000.2,321,321,,-2.0,3.12,,134.74603174603175,,,,,,1,3.14,320.936,320.936,0
20238897886,"Week 7, run 5. Long run.",splits_metric,2,,,,2,,,,,1000.1,304,304,,-9.6,3.29,,143.57236842105263,,,,,,2,3.27,303.97,303.97,0
20238897886,"Week 7, run 5. Long run.",splits_metric,3,,,,3,,,,,1002.6,309,311,,-8.6,3.24,,144.6537216828479,,,,,,2,3.26,308.199,310.193,2
20238897886,"Week 7, run 5. Long run.",splits_metric,4,,,,4,,,,,999.9,313,324,,0.2,3.19,,147.26837060702874,,,,,,2,3.39,313.031,324.032,11
20238897886,"Week 7, run 5. Long run.",splits_metric,5,,,,5,,,,,998.5,317,317,,0.0,3.15,,150.14195583596214,,,,,,1,3.24,317.476,317.476,0
20238897886,"Week 7, run 5. Long run.",splits_metric,6,,,,6,,,,,999.2,306,306,,0.4,3.27,,154.66666666666666,,,,,,2,3.33,306.245,306.245,0
20238897886,"Week 7, run 5. Long run.",splits_metric,7,,,,7,,,,,1001.2,301,301,,-1.6,3.33,,158.734219269103,,,,,,2,3.38,300.639,300.639,0
20238897886,"Week 7, run 5. Long run.",splits_metric,8,,,,8,,,,,998.9,317,317,,9.0,3.15,,159.33860759493672,,,,,,2,3.35,317.349,317.349,0
20238897886,"Week 7, run 5. Long run.",splits_metric,9,,,,9,,,,,999.5,310,646,,-6.4,3.22,,161.01666666666668,,,,,,2,3.27,310.155,646.323,336
20238897886,"Week 7, run 5. Long run.",splits_metric,10,,,,10,,,,,1003.7,326,564,,8.2,3.08,,141.69565217391303,,,,,,1,3.2,324.798,561.921,238
20238897886,"Week 7, run 5. Long run.",splits_metric,11,,,,11,,,,,996.5,310,310,,0.8,3.21,,147.40645161290323,,,,,,2,3.27,311.089,311.089,0
20238897886,"Week 7, run 5. Long run.",splits_metric,12,,,,12,,,,,1000.6,312,317,,0.0,3.21,,151.85897435897436,,,,,,2,3.28,311.813,316.81,5
20238897886,"Week 7, run 5. Long run.",splits_metric,13,,,,13,,,,,1001.3,313,313,,4.0,3.2,,154.9552715654952,,,,,,2,3.37,312.594,312.594,0
20238897886,"Week 7, run 5. Long run.",splits_metric,14,,,,14,,,,,1001.0,320,320,,9.2,3.13,,156.865625,,,,,,2,3.33,319.68,319.68,0
20238897886,"Week 7, run 5. Long run.",splits_metric,15,,,,15,,,,,997.6,319,319,,6.2,3.13,,155.74921630094045,,,,,,1,3.22,319.767,319.767,0
20238897886,"Week 7, run 5. Long run.",splits_metric,16,,,,16,,,,,999.5,319,319,,-1.4,3.13,,153.56426332288402,,,,,,1,3.16,319.16,319.16,0
20238897886,"Week 7, run 5. Long run.",splits_metric,17,,,,17,,,,,1002.1,310,314,,-3.2,3.23,,152.65472312703582,,,,,,2,3.26,309.35,313.342,4
20238897886,"Week 7, run 5. Long run.",splits_metric,18,,,,18,,,,,999.9,333,333,,2.0,3.0,,153.53153153153153,,,,,,1,3.05,333.033,333.033,0
20238897886,"Week 7, run 5. Long run.",splits_metric,19,,,,19,,,,,999.9,318,318,,5.4,3.14,,158.08490566037736,,,,,,1,3.23,318.032,318.032,0
20238897886,"Week 7, run 5. Long run.",splits_metric,20,,,,20,,,,,999.5,318,340,,8.6,3.14,,159.66876971608832,,,,,,2,3.34,318.159,340.17,22
20238897886,"Week 7, run 5. Long run.",splits_metric,21,,,,21,,,,,999.4,308,308,,-4.4,3.24,,158.30844155844156,,,,,,2,3.3,308.185,308.185,0
20238897886,"Week 7, run 5. Long run.",splits_metric,22,,,,22,,,,,1000.2,327,794,,-10.6,3.06,,144.94495412844037,,,,,,1,3.03,326.935,793.841,467
20238897886,"Week 7, run 5. Long run.",splits_metric,23,,,,23,,,,,1000.6,320,320,,-20.4,3.13,,146.903125,,,,,,1,3.01,319.808,319.808,0
20238897886,"Week 7, run 5. Long run.",splits_metric,24,,,,24,,,,,999.1,326,340,,-3.2,3.06,,150.85276073619633,,,,,,1,3.12,326.294,340.306,14
20238897886,"Week 7, run 5. Long run.",splits_metric,25,,,,25,,,,,999.4,326,358,,1.8,3.07,,148.93865030674846,,,,,,1,3.2,326.196,358.215,32
20238897886,"Week 7, run 5. Long run.",splits_metric,26,,,,26,,,,,1002.1,323,323,,-3.0,3.1,,152.94736842105263,,,,,,1,3.24,322.323,322.323,0
20238897886,"Week 7, run 5. Long run.",splits_metric,27,,,,27,,,,,998.4,325,354,,13.4,3.07,,154.56615384615384,,,,,,1,3.23,325.521,354.567,29
20238897886,"Week 7, run 5. Long run.",splits_metric,28,,,,28,,,,,999.1,315,315,,4.6,3.17,,158.4920634920635,,,,,,2,3.29,315.284,315.284,0
20238897886,"Week 7, run 5. Long run.",splits_metric,29,,,,29,,,,,1001.7,324,324,,0.4,3.09,,159.7530864197531,,,,,,1,3.19,323.45,323.45,0
20238897886,"Week 7, run 5. Long run.",splits_metric,30,,,,30,,,,,999.5,328,328,,-0.6,3.05,,158.64634146341464,,,,,,1,3.12,328.164,328.164,0
20238897886,"Week 7, run 5. Long run.",splits_metric,31,,,,31,,,,,22.7,10,10,,-0.2,2.27,,154.1,,,,,,1,2.21,440.529,440.529,0
20238897886,"Week 7, run 5. Long run.",splits_standard,1,,,,1,,,,,1612.3,508,508,,-11.6,3.17,,137.28685258964143,,,,,,1,3.17,315.078,315.078,0
20238897886,"Week 7, run 5. Long run.",splits_standard,2,,,,2,,,,,1607.8,495,497,,-5.4,3.25,,145.84444444444443,,,,,,2,3.36,307.874,309.118,2
20238897886,"Week 7, run 5. Long run.",splits_standard,3,,,,3,,,,,1608.5,507,518,,-3.4,3.17,,148.04536489151874,,,,,,1,3.25,315.2,322.039,11
20238897886,"Week 7, run 5. Long run.",splits_standard,4,,,,4,,,,,1609.9,492,492,,0.0,3.27,,155.41056910569105,,,,,,2,3.34,305.609,305.609,0
20238897886,"Week 7, run 5. Long run.",splits_standard,5,,,,5,,,,,1609.6,500,500,,8.0,3.22,,159.49298597194388,,,,,,2,3.37,310.636,310.636,0
20238897886,"Week 7, run 5. Long run.",splits_standard,6,,,,6,,,,,1610.0,515,851,,-0.6,3.13,,152.4251497005988,,,,,,1,3.2,319.876,528.571,336
20238897886,"Week 7, run 5. Long run.",splits_standard,7,,,,7,,,,,1610.8,501,739,,3.6,3.22,,147.41516966067863,,,,,,2,3.28,311.026,458.778,238
20238897886,"Week 7, run 5. Long run.",splits_standard,8,,,,8,,,,,1606.4,500,505,,-0.2,3.21,,153.324,,,,,,2,3.32,311.255,314.368,5
20238897886,"Week 7, run 5. Long run.",splits_standard,9,,,,9,,,,,1610.4,518,518,,18.8,3.11,,156.5096525096525,,,,,,2,3.31,321.659,321.659,0
20238897886,"Week 7, run 5. Long run.",splits_standard,10,,,,10,,,,,1609.9,511,511,,-1.0,3.15,,154.146771037182,,,,,,1,3.18,317.411,317.411,0
20238897886,"Week 7, run 5. Long run.",splits_standard,11,,,,11,,,,,1607.9,517,521,,-2.2,3.11,,152.11089494163423,,,,,,1,3.15,321.537,324.025,4
20238897886,"Week 7, run 5. Long run.",splits_standard,12,,,,12,,,,,1610.7,514,536,,7.2,3.13,,157.32553606237818,,,,,,1,3.22,319.116,332.775,22
20238897886,"Week 7, run 5. Long run.",splits_standard,13,,,,13,,,,,1609.6,502,502,,1.0,3.21,,159.76693227091633,,,,,,2,3.33,311.879,311.879,0
20238897886,"Week 7, run 5. Long run.",splits_standard,14,,,,14,,,,,1608.9,519,986,,-25.6,3.1,,145.7360308285164,,,,,,1,3.03,322.581,612.841,467
